215	будут	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#107.96#108.19
216	похожие	похожий	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@mm1999m-words#@mm1999m#108.19#108.42
217	которые	который	PRON	_	Case=Acc	_	_	_	@mm1999m-words#@mm1999m#108.42#108.65
218	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@mm1999m-words#@mm1999m#108.65#108.88
219	задавали	задавать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#108.88#109.11
220	в	в	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#109.11#109.34
221	твиттере	твиттер	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#109.34#109.57
222	и	и	CCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#109.57#109.8
223	которые	который	PRON	_	Case=Nom	_	_	_	@mm1999m-words#@mm1999m#109.8#110.03
224	есть	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#110.03#110.26
225	в	в	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#110.26#110.49
226	моей	мой	DET	_	Case=Loc|Gender=Fem|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#110.49#110.72
227	теме	тема	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#110.72#110.95
228	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mm1999m-words#@mm1999m#110.95#111.18
229	буду	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#111.18#111.41
230	вставлять	вставлять	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#111.41#111.64
231	их	они	PRON	_	Case=Acc|Number=Plur|Person=3	_	_	_	@mm1999m-words#@mm1999m#111.64#111.87
232	здесь	здесь	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#111.87#112.1
233	потому	потому	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#112.1#112.33
234	что	что	SCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#112.33#112.56
235	там	там	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#112.56#112.79
236	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#112.79#113.02
237	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#113.02#113.25
238	очень	очень	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#113.25#113.48
239	сложно	сложный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@mm1999m-words#@mm1999m#113.48#113.71
240	скринить	скринить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#113.71#113.94
241	и…	и…	CCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#113.94#114.2
242	так	так	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#114.29#114.612
243	вот	вот	PART	_	_	_	_	_	@mm1999m-words#@mm1999m#114.612#114.934
244	как	как	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#114.934#115.256
245	же	же	PART	_	_	_	_	_	@mm1999m-words#@mm1999m#115.256#115.578
246	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@mm1999m-words#@mm1999m#115.578#115.9
247	всё-таки	все-таки	PART	_	_	_	_	_	@mm1999m-words#@mm1999m#115.9#116.222
248	познакомились	познакомиться	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@mm1999m-words#@mm1999m#116.222#116.55
249	ам	ам	X	_	_	_	_	_	@mm1999m-words#@mm1999m#117.0#117.3
250	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mm1999m-words#@mm1999m#117.49#117.74
251	да	да	PART	_	_	_	_	_	@mm1999m-words#@mm1999m#118.88#119.08
252	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mm1999m-words#@mm1999m#119.24#119.676
253	был	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#119.676#120.112
254	подписан	подписать	VERB	_	Aspect=Perf|Gender=Masc|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@mm1999m-words#@mm1999m#120.112#120.548
255	на	на	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#120.548#120.984
256	инстаграм	инстаграм	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Plur	_	_	_	@mm1999m-words#@mm1999m#120.984#121.42
257	Аманды	Аманды	PROPN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#121.42#121.86
258	Сёрнис	Сёрнис	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#122.45#122.74
259	?	?	PUNCT	_	_	_	_	_	@mm1999m-words#@mm1999m#122.74#123.03
260	Чернис	Чернис	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#123.03#123.32
261	?	?	PUNCT	_	_	_	_	_	@mm1999m-words#@mm1999m#123.32#123.61
262	Сернис	Сернис	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#123.61#123.9
263	?	?	PUNCT	_	_	_	_	_	@mm1999m-words#@mm1999m#123.9#124.19
264	короче	коротко	ADV	_	Degree=Cmp	_	_	_	@mm1999m-words#@mm1999m#124.4#124.778
265	фиг	фиг	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#124.778#125.156
266	знает	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#125.156#125.534
267	как	как	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#125.534#125.912
268	произносится	произноситься	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass	_	_	_	@mm1999m-words#@mm1999m#125.912#126.29
269	её	ее	DET	_	_	_	_	_	@mm1999m-words#@mm1999m#126.29#126.668
270	фамилия	фамилия	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#126.668#127.046
271	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@mm1999m-words#@mm1999m#127.046#127.424
272	типа	тип	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#127.424#127.802
273	вайнер	вайнер	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#127.802#128.18
274	ээ	ээ	INTJ	_	_	_	_	_	@mm1999m-words#@mm1999m#128.18#128.56
275	смешной	смешной	ADJ	_	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#128.8#129.139
276	комедийный	комедийный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#129.139#129.478
277	блоггер	блоггер	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#129.478#129.817
278	в	в	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#129.817#130.156
279	инстаграме	инстаграм	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#130.156#130.495
280	да	да	CCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#130.495#130.834
281	и	и	PART	_	_	_	_	_	@mm1999m-words#@mm1999m#130.834#131.173
282	на	на	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#131.173#131.512
283	ютюбе	ютюб	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#131.512#131.851
284	тоже	тоже	PART	_	_	_	_	_	@mm1999m-words#@mm1999m#131.851#132.19
285	и	и	PART	_	_	_	_	_	@mm1999m-words#@mm1999m#132.46#132.805
286	актриса	актриса	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#132.805#133.15
287	да	да	CCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#133.15#133.495
288	кто	кто	PRON	_	Case=Nom	_	_	_	@mm1999m-words#@mm1999m#133.495#133.84
289	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@mm1999m-words#@mm1999m#133.84#134.185
290	ещё	еще	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#134.185#134.53
291	там	там	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#134.8#135.01
292	ну	ну	PART	_	_	_	_	_	@mm1999m-words#@mm1999m#135.01#135.22
293	да	да	PART	_	_	_	_	_	@mm1999m-words#@mm1999m#135.22#135.43
294	да	да	PART	_	_	_	_	_	@mm1999m-words#@mm1999m#135.43#135.64
295	да	да	PART	_	_	_	_	_	@mm1999m-words#@mm1999m#135.64#135.85
296	дак	так	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#136.07#136.375
297	вот	вот	PART	_	_	_	_	_	@mm1999m-words#@mm1999m#136.375#136.68
298	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mm1999m-words#@mm1999m#138.35#138.584
299	тут	тут	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#138.584#138.818
300	вижу	видеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#138.818#139.052
301	её	она	PRON	_	Case=Acc|Gender=Fem|Number=Sing|Person=3	_	_	_	@mm1999m-words#@mm1999m#139.052#139.286
302	в	в	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#139.286#139.52
303	инстаграм	инстаграм	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#139.52#139.754
304	сторис	сторис	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#139.754#139.988
305	то	то	SCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#139.988#140.222
306	что	что	SCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#140.222#140.456
307	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@mm1999m-words#@mm1999m#140.456#140.69
308	приехала	приехать	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#140.69#140.924
309	в	в	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#140.924#141.158
310	Болгарию	Болгария	PROPN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#141.158#141.4
311	ээ	ээ	INTJ	_	_	_	_	_	@mm1999m-words#@mm1999m#141.67#141.961
312	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mm1999m-words#@mm1999m#141.961#142.252
313	увидел	увидеть	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#142.252#142.543
314	его	он	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	_	_	_	@mm1999m-words#@mm1999m#142.543#142.834
315	в	в	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#142.834#143.125
316	инстаграм	инстаграм	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#143.125#143.416
317	сторис	сторис	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#143.416#143.707
318	и	и	CCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#143.707#143.998
319	понял	понять	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#143.998#144.289
320	что	что	SCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#144.289#144.58
321	чёрт	чёрт	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#144.58#144.871
322	возьми	взять	VERB	_	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#144.871#145.162
323	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mm1999m-words#@mm1999m#145.162#145.453
324	же	же	PART	_	_	_	_	_	@mm1999m-words#@mm1999m#145.453#145.744
325	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#145.744#146.035
326	этого	этот	DET	_	Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#146.035#146.326
327	чувака	чувак	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#146.326#146.62
328	а	а	CCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#146.64#146.863
329	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@mm1999m-words#@mm1999m#146.863#147.086
330	там	там	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#147.086#147.309
331	ещё	еще	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#147.309#147.532
332	в	в	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#147.532#147.755
333	этих	этот	DET	_	Case=Loc|Number=Plur	_	_	_	@mm1999m-words#@mm1999m#147.755#147.978
334	инстаграм	инстаграм	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#147.978#148.201
335	сторис	сторис	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#148.201#148.424
336	говорит	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#148.424#148.647
337	о	о	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#148.647#148.87
338	том	то	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#148.87#149.093
339	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#149.093#149.316
340	что	что	SCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#149.316#149.539
341	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@mm1999m-words#@mm1999m#149.539#149.762
342	будет	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#149.762#149.985
343	выступать	выступать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#149.985#150.208
344	на	на	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#150.208#150.431
345	Евровидении	Евровидение	PROPN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#150.431#150.654
346	и	и	CCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#150.654#150.877
347	представлять	представлять	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#150.877#151.1
348	Болгарию	Болгария	PROPN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#151.1#151.323
349	и	и	CCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#151.323#151.546
350	думаю	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#151.546#151.769
351	ну	ну	PART	_	_	_	_	_	@mm1999m-words#@mm1999m#151.769#151.992
352	нихера	нихера	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#151.992#152.215
353	себе	себя	PRON	_	Case=Dat	_	_	_	@mm1999m-words#@mm1999m#152.215#152.438
354	но	но	CCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#152.438#152.661
355	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@mm1999m-words#@mm1999m#152.661#152.884
356	же	же	PART	_	_	_	_	_	@mm1999m-words#@mm1999m#152.884#153.107
357	но	но	CCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#153.107#153.33
358	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@mm1999m-words#@mm1999m#153.33#153.553
359	же	же	PART	_	_	_	_	_	@mm1999m-words#@mm1999m#153.553#153.776
360	вроде	вроде	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#153.776#153.999
361	как	как	SCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#153.999#154.222
362	из	из	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#154.222#154.445
363	России	Россия	PROPN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#154.445#154.68
364	в	в	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#154.93#155.182
365	итоге	итог	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#155.182#155.434
366	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mm1999m-words#@mm1999m#155.434#155.686
367	потом	потом	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#155.686#155.938
368	забиваю	забивать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#155.938#156.19
369	амм	амм	X	_	_	_	_	_	@mm1999m-words#@mm1999m#156.19#156.442
370	в	в	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#156.442#156.7
371	гугле	гугл	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#157.41#157.697
372	или	или	CCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#157.697#157.984
373	на	на	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#157.984#158.271
374	ютюбе	ютюб	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#158.271#158.558
375	его	его	DET	_	_	_	_	_	@mm1999m-words#@mm1999m#158.558#158.845
376	видео	видео	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#158.845#159.132
377	смотрю	смотреть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#159.132#159.419
378	а	а	CCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#159.419#159.706
379	там	там	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#159.706#159.993
380	типа	тип	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#159.993#160.28
381	уже	уже	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#161.22#161.546
382	просмотренные	просмотреть	VERB	_	Animacy=Inan|Aspect=Perf|Case=Acc|Number=Plur|Tense=Past|VerbForm=Part|Voice=Pass	_	_	_	@mm1999m-words#@mm1999m#161.546#161.872
383	видео	видео	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#161.872#162.198
384	выступление	выступление	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#162.198#162.524
385	с	с	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#162.524#162.85
386	икс-фактора	икс-фактор	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#162.85#163.176
387	и	и	CCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#163.176#163.502
388	с	с	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#163.502#163.828
389	голоса	голос	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#163.828#164.16
390	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#164.19#164.42
391	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#164.42#164.65
392	когда-то	когда-то	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#164.65#164.88
393	давно	давно	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#164.88#165.11
394	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mm1999m-words#@mm1999m#165.11#165.34
395	уже	уже	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#165.34#165.57
396	смотрел	смотреть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#165.57#165.8
397	его	его	DET	_	_	_	_	_	@mm1999m-words#@mm1999m#165.8#166.03
398	выступления	выступление	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur	_	_	_	@mm1999m-words#@mm1999m#166.03#166.26
399	на	на	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#166.37#166.643
400	голосе	голос	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#166.643#166.916
401	и	и	CCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#166.916#167.189
402	на	на	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#167.189#167.462
403	икс-факторе	икс-фактор	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#167.462#167.735
404	и	и	PART	_	_	_	_	_	@mm1999m-words#@mm1999m#167.735#168.008
405	сейчас	сейчас	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#168.008#168.281
406	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mm1999m-words#@mm1999m#168.281#168.554
407	вспомнил	вспомнить	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#168.554#168.827
408	что	что	SCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#168.827#169.1
409	когда-то	когда-то	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#169.1#169.373
410	там	там	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#169.373#169.646
411	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mm1999m-words#@mm1999m#169.646#169.919
412	его	он	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	_	_	_	@mm1999m-words#@mm1999m#169.919#170.192
413	видел	видеть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#170.192#170.47
414	потом	потом	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#170.61#170.859
415	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mm1999m-words#@mm1999m#170.859#171.108
416	узнал	узнать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#171.108#171.357
417	с	с	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#171.357#171.606
418	какой	какой	DET	_	Case=Ins|Gender=Fem|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#171.606#171.855
419	песней	песня	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#171.855#172.104
420	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@mm1999m-words#@mm1999m#172.104#172.353
421	будет	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#172.353#172.602
422	выступать	выступать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mm1999m-words#@mm1999m#172.602#172.851
423	на	на	ADP	_	_	_	_	_	@mm1999m-words#@mm1999m#172.851#173.1
424	Евровидении	Евровидение	PROPN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@mm1999m-words#@mm1999m#173.1#173.349
425	и	и	CCONJ	_	_	_	_	_	@mm1999m-words#@mm1999m#173.349#173.598
426	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@mm1999m-words#@mm1999m#173.598#173.847
427	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@mm1999m-words#@mm1999m#173.847#174.096
428	безумно	безумно	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#174.096#174.345
429	безумно	безумно	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#174.345#174.594
430	безумно	безумно	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#174.594#174.843
431	безумно	безумно	ADV	_	Degree=Pos	_	_	_	@mm1999m-words#@mm1999m#174.843#175.092
